-3.010099999999999909e+02,2.079999999999999991e-06
-2.990299999999999727e+02,2.430000000000000028e-06
-2.970500000000000114e+02,2.849999999999999818e-06
-2.950699999999999932e+02,3.329999999999999881e-06
-2.930899999999999750e+02,3.890000000000000025e-06
-2.911100000000000136e+02,4.539999999999999731e-06
-2.891299999999999955e+02,5.290000000000000174e-06
-2.871499999999999773e+02,6.160000000000000314e-06
-2.851700000000000159e+02,7.160000000000000057e-06
-2.831899999999999977e+02,8.319999999999999962e-06
-2.812099999999999795e+02,9.660000000000000685e-06
-2.792300000000000182e+02,1.119999999999999949e-05
-2.772500000000000000e+02,1.299999999999999920e-05
-2.752699999999999818e+02,1.500000000000000038e-05
-2.732900000000000205e+02,1.730000000000000038e-05
-2.713100000000000023e+02,2.000000000000000164e-05
-2.693299999999999841e+02,2.300000000000000002e-05
-2.673500000000000227e+02,2.650000000000000039e-05
-2.653700000000000045e+02,3.040000000000000032e-05
-2.633899999999999864e+02,3.490000000000000128e-05
-2.614100000000000250e+02,4.009999999999999893e-05
-2.594300000000000068e+02,4.589999999999999761e-05
-2.574499999999999886e+02,5.259999999999999783e-05
-2.554699999999999989e+02,6.009999999999999717e-05
-2.534900000000000091e+02,6.860000000000000050e-05
-2.515200000000000102e+02,7.820000000000000345e-05
-2.495399999999999920e+02,8.909999999999999734e-05
-2.475600000000000023e+02,1.014400000000000046e-04
-2.455800000000000125e+02,1.153100000000000056e-04
-2.435999999999999943e+02,1.309200000000000001e-04
-2.416200000000000045e+02,1.484799999999999879e-04
-2.396399999999999864e+02,1.681999999999999956e-04
-2.376599999999999966e+02,1.903300000000000022e-04
-2.356800000000000068e+02,2.151199999999999868e-04
-2.336999999999999886e+02,2.428599999999999889e-04
-2.317199999999999989e+02,2.738700000000000054e-04
-2.297400000000000091e+02,3.084900000000000229e-04
-2.277599999999999909e+02,3.470899999999999853e-04
-2.257800000000000011e+02,3.900700000000000109e-04
-2.238000000000000114e+02,4.378799999999999750e-04
-2.218199999999999932e+02,4.910000000000000085e-04
-2.198400000000000034e+02,5.499300000000000152e-04
-2.178600000000000136e+02,6.152300000000000303e-04
-2.158799999999999955e+02,6.874999999999999601e-04
-2.139000000000000057e+02,7.674000000000000049e-04
-2.119199999999999875e+02,8.555999999999999803e-04
-2.099399999999999977e+02,9.528600000000000351e-04
-2.079600000000000080e+02,1.059999999999999961e-03
-2.059799999999999898e+02,1.177799999999999897e-03
