-1443.850000,0.000000
-1443.800000,0.000000
-1443.750000,0.000000
-1443.700000,0.000000
-1443.650000,0.000000
-1443.600000,0.000000
-1443.550000,0.000000
-1443.500000,0.000000
-1443.450000,0.000000
-1443.400000,0.000000
-1443.350000,0.000000
-1443.300000,0.000000
-1443.250000,0.000000
-1443.200000,0.000000
-1443.150000,0.000000
-1443.100000,0.000000
-1443.050000,0.000000
-1443.000000,0.000000
-1442.950000,0.000000
-1442.900000,0.000000
-1442.850000,0.000000
-1442.800000,0.000000
-1442.750000,0.000000
-1442.700000,0.000000
-1442.650000,0.000000
-1442.600000,0.000000
-1442.550000,0.000000
-1442.500000,0.000000
-1442.450000,0.000000
-1442.400000,0.000000
-1442.350000,0.000000
-1442.300000,0.000000
-1442.250000,0.000000
-1442.200000,0.000000
-1442.150000,0.000000
-1442.100000,0.000000
-1442.050000,0.000000
-1442.000000,0.000000
-1441.950000,0.000000
-1441.900000,0.000000
-1441.850000,0.000000
-1441.800000,0.000000
-1441.750000,0.000000
-1441.700000,0.000000
-1441.650000,0.000000
-1441.600000,0.000000
-1441.550000,0.000000
-1441.500000,0.000000
-1441.450000,0.000000
-1441.400000,0.000000
-1441.350000,0.000000
-1441.300000,0.000000
-1441.250000,0.000000
-1441.200000,0.000000
-1441.150000,0.000000
-1441.100000,0.000000
-1441.050000,0.000000
-1441.000000,0.000000
-1440.950000,0.000000
-1440.900000,0.000000
-1440.850000,0.000000
-1440.800000,0.000000
-1440.750000,0.000000
-1440.700000,0.000000
-1440.650000,0.000000
-1440.600000,0.000000
-1440.550000,0.000000
-1440.500000,0.000000
-1440.450000,0.000000
-1440.400000,0.000000
-1440.350000,0.000000
-1440.300000,0.000000
-1440.250000,0.000000
-1440.200000,0.000000
-1440.150000,0.000000
-1440.100000,0.000000
-1440.050000,0.000000
-1440.000000,0.000000
-1439.950000,0.000000
-1439.900000,0.000000
-1439.850000,0.000000
-1439.800000,0.000000
-1439.750000,0.000000
-1439.700000,0.000000
-1439.650000,0.000000
-1439.600000,0.000000
-1439.550000,0.000000
-1439.500000,0.000000
-1439.450000,0.000000
-1439.400000,0.000000
-1439.350000,0.000000
-1439.300000,0.000000
-1439.250000,0.000000
-1439.200000,0.000000
-1439.150000,0.000000
-1439.100000,0.000000
-1439.050000,0.000000
-1439.000000,0.000000
-1438.950000,0.000000
-1438.900000,0.000000
-1438.850000,0.000000
-1438.800000,0.000000
-1438.750000,0.000000
-1438.700000,0.000000
-1438.650000,0.000000
-1438.600000,0.000000
-1438.550000,0.000000
-1438.500000,0.000000
-1438.450000,0.000000
-1438.400000,0.000000
-1438.350000,0.000000
-1438.300000,0.000000
-1438.250000,0.000000
-1438.200000,0.000000
-1438.150000,0.000000
-1438.100000,0.000000
-1438.050000,0.000000
-1438.000000,0.000000
-1437.950000,0.000000
-1437.900000,0.000000
-1437.850000,0.000000
-1437.800000,0.000000
-1437.750000,0.000000
-1437.700000,0.000000
-1437.650000,0.000000
-1437.600000,0.000000
-1437.550000,0.000000
-1437.500000,0.000000
-1437.450000,0.000000
-1437.400000,0.000000
-1437.350000,0.000000
-1437.300000,0.000000
-1437.250000,0.000000
-1437.200000,0.000000
-1437.150000,0.000000
-1437.100000,0.000000
-1437.050000,0.000000
-1437.000000,0.000000
-1436.950000,0.000000
-1436.900000,0.000000
-1436.850000,0.000000
-1436.800000,0.000000
-1436.750000,0.000000
-1436.700000,0.000000
-1436.650000,0.000000
-1436.600000,0.000000
-1436.550000,0.000000
-1436.500000,0.000000
-1436.450000,0.000000
-1436.400000,0.000000
-1436.350000,0.000000
-1436.300000,0.000000
-1436.250000,0.000000
-1436.200000,0.000000
-1436.150000,0.000000
-1436.100000,0.000000
-1436.050000,0.000000
-1436.000000,0.000000
-1435.950000,0.000000
-1435.900000,0.000000
-1435.850000,0.000000
-1435.800000,0.000000
-1435.750000,0.000000
-1435.700000,0.000000
-1435.650000,0.000000
-1435.600000,0.000000
-1435.550000,0.000000
-1435.500000,0.000000
